,image_path,filename,age,gender,race,age_bucket
10939,C:\Users\henok\data\data\UTKFace\30_1_0_20170117143902329.jpg.chip.jpg,30_1_0_20170117143902329.jpg.chip.jpg,30,1,0,25-32
10940,C:\Users\henok\data\data\UTKFace\30_1_0_20170117143933875.jpg.chip.jpg,30_1_0_20170117143933875.jpg.chip.jpg,30,1,0,25-32
10941,C:\Users\henok\data\data\UTKFace\30_1_0_20170117144452546.jpg.chip.jpg,30_1_0_20170117144452546.jpg.chip.jpg,30,1,0,25-32
10942,C:\Users\henok\data\data\UTKFace\30_1_0_20170117144819225.jpg.chip.jpg,30_1_0_20170117144819225.jpg.chip.jpg,30,1,0,25-32
10943,C:\Users\henok\data\data\UTKFace\30_1_0_20170117144955746.jpg.chip.jpg,30_1_0_20170117144955746.jpg.chip.jpg,30,1,0,25-32
10944,C:\Users\henok\data\data\UTKFace\30_1_0_20170117145129099.jpg.chip.jpg,30_1_0_20170117145129099.jpg.chip.jpg,30,1,0,25-32
10945,C:\Users\henok\data\data\UTKFace\30_1_0_20170117145258777.jpg.chip.jpg,30_1_0_20170117145258777.jpg.chip.jpg,30,1,0,25-32
10946,C:\Users\henok\data\data\UTKFace\30_1_0_20170117150420803.jpg.chip.jpg,30_1_0_20170117150420803.jpg.chip.jpg,30,1,0,25-32
10947,C:\Users\henok\data\data\UTKFace\30_1_0_20170117150430298.jpg.chip.jpg,30_1_0_20170117150430298.jpg.chip.jpg,30,1,0,25-32
10948,C:\Users\henok\data\data\UTKFace\30_1_0_20170117150745435.jpg.chip.jpg,30_1_0_20170117150745435.jpg.chip.jpg,30,1,0,25-32
10949,C:\Users\henok\data\data\UTKFace\30_1_0_20170117150804179.jpg.chip.jpg,30_1_0_20170117150804179.jpg.chip.jpg,30,1,0,25-32
10950,C:\Users\henok\data\data\UTKFace\30_1_0_20170117150834483.jpg.chip.jpg,30_1_0_20170117150834483.jpg.chip.jpg,30,1,0,25-32
10951,C:\Users\henok\data\data\UTKFace\30_1_0_20170117150839178.jpg.chip.jpg,30_1_0_20170117150839178.jpg.chip.jpg,30,1,0,25-32
10952,C:\Users\henok\data\data\UTKFace\30_1_0_20170117150844330.jpg.chip.jpg,30_1_0_20170117150844330.jpg.chip.jpg,30,1,0,25-32
10953,C:\Users\henok\data\data\UTKFace\30_1_0_20170117150931275.jpg.chip.jpg,30_1_0_20170117150931275.jpg.chip.jpg,30,1,0,25-32
10954,C:\Users\henok\data\data\UTKFace\30_1_0_20170117151304315.jpg.chip.jpg,30_1_0_20170117151304315.jpg.chip.jpg,30,1,0,25-32
10955,C:\Users\henok\data\data\UTKFace\30_1_0_20170117151337477.jpg.chip.jpg,30_1_0_20170117151337477.jpg.chip.jpg,30,1,0,25-32
10956,C:\Users\henok\data\data\UTKFace\30_1_0_20170117151428835.jpg.chip.jpg,30_1_0_20170117151428835.jpg.chip.jpg,30,1,0,25-32
10957,C:\Users\henok\data\data\UTKFace\30_1_0_20170117152122396.jpg.chip.jpg,30_1_0_20170117152122396.jpg.chip.jpg,30,1,0,25-32
10958,C:\Users\henok\data\data\UTKFace\30_1_0_20170117153443852.jpg.chip.jpg,30_1_0_20170117153443852.jpg.chip.jpg,30,1,0,25-32
10959,C:\Users\henok\data\data\UTKFace\30_1_0_20170117154138315.jpg.chip.jpg,30_1_0_20170117154138315.jpg.chip.jpg,30,1,0,25-32
10960,C:\Users\henok\data\data\UTKFace\30_1_0_20170117154634082.jpg.chip.jpg,30_1_0_20170117154634082.jpg.chip.jpg,30,1,0,25-32
10961,C:\Users\henok\data\data\UTKFace\30_1_0_20170117154828262.jpg.chip.jpg,30_1_0_20170117154828262.jpg.chip.jpg,30,1,0,25-32
10962,C:\Users\henok\data\data\UTKFace\30_1_0_20170117160402167.jpg.chip.jpg,30_1_0_20170117160402167.jpg.chip.jpg,30,1,0,25-32
10963,C:\Users\henok\data\data\UTKFace\30_1_0_20170117170425322.jpg.chip.jpg,30_1_0_20170117170425322.jpg.chip.jpg,30,1,0,25-32
10964,C:\Users\henok\data\data\UTKFace\30_1_0_20170117170803122.jpg.chip.jpg,30_1_0_20170117170803122.jpg.chip.jpg,30,1,0,25-32
10965,C:\Users\henok\data\data\UTKFace\30_1_0_20170117170934860.jpg.chip.jpg,30_1_0_20170117170934860.jpg.chip.jpg,30,1,0,25-32
10966,C:\Users\henok\data\data\UTKFace\30_1_0_20170117171117386.jpg.chip.jpg,30_1_0_20170117171117386.jpg.chip.jpg,30,1,0,25-32
10967,C:\Users\henok\data\data\UTKFace\30_1_0_20170117171346533.jpg.chip.jpg,30_1_0_20170117171346533.jpg.chip.jpg,30,1,0,25-32
10968,C:\Users\henok\data\data\UTKFace\30_1_0_20170117171606522.jpg.chip.jpg,30_1_0_20170117171606522.jpg.chip.jpg,30,1,0,25-32
10969,C:\Users\henok\data\data\UTKFace\30_1_0_20170117174710486.jpg.chip.jpg,30_1_0_20170117174710486.jpg.chip.jpg,30,1,0,25-32
10970,C:\Users\henok\data\data\UTKFace\30_1_0_20170117174824936.jpg.chip.jpg,30_1_0_20170117174824936.jpg.chip.jpg,30,1,0,25-32
10971,C:\Users\henok\data\data\UTKFace\30_1_0_20170117181115699.jpg.chip.jpg,30_1_0_20170117181115699.jpg.chip.jpg,30,1,0,25-32
10972,C:\Users\henok\data\data\UTKFace\30_1_0_20170117181122764.jpg.chip.jpg,30_1_0_20170117181122764.jpg.chip.jpg,30,1,0,25-32
10973,C:\Users\henok\data\data\UTKFace\30_1_0_20170117181332132.jpg.chip.jpg,30_1_0_20170117181332132.jpg.chip.jpg,30,1,0,25-32
10974,C:\Users\henok\data\data\UTKFace\30_1_0_20170117181335004.jpg.chip.jpg,30_1_0_20170117181335004.jpg.chip.jpg,30,1,0,25-32
10975,C:\Users\henok\data\data\UTKFace\30_1_0_20170117181336564.jpg.chip.jpg,30_1_0_20170117181336564.jpg.chip.jpg,30,1,0,25-32
10976,C:\Users\henok\data\data\UTKFace\30_1_0_20170117181338019.jpg.chip.jpg,30_1_0_20170117181338019.jpg.chip.jpg,30,1,0,25-32
10977,C:\Users\henok\data\data\UTKFace\30_1_0_20170117181400610.jpg.chip.jpg,30_1_0_20170117181400610.jpg.chip.jpg,30,1,0,25-32
10978,C:\Users\henok\data\data\UTKFace\30_1_0_20170117181402899.jpg.chip.jpg,30_1_0_20170117181402899.jpg.chip.jpg,30,1,0,25-32
10979,C:\Users\henok\data\data\UTKFace\30_1_0_20170117181416245.jpg.chip.jpg,30_1_0_20170117181416245.jpg.chip.jpg,30,1,0,25-32
10980,C:\Users\henok\data\data\UTKFace\30_1_0_20170117181422492.jpg.chip.jpg,30_1_0_20170117181422492.jpg.chip.jpg,30,1,0,25-32
10981,C:\Users\henok\data\data\UTKFace\30_1_0_20170117181424196.jpg.chip.jpg,30_1_0_20170117181424196.jpg.chip.jpg,30,1,0,25-32
10982,C:\Users\henok\data\data\UTKFace\30_1_0_20170117181542323.jpg.chip.jpg,30_1_0_20170117181542323.jpg.chip.jpg,30,1,0,25-32
10983,C:\Users\henok\data\data\UTKFace\30_1_0_20170117181545532.jpg.chip.jpg,30_1_0_20170117181545532.jpg.chip.jpg,30,1,0,25-32
10984,C:\Users\henok\data\data\UTKFace\30_1_0_20170117181548404.jpg.chip.jpg,30_1_0_20170117181548404.jpg.chip.jpg,30,1,0,25-32
10985,C:\Users\henok\data\data\UTKFace\30_1_0_20170117183633526.jpg.chip.jpg,30_1_0_20170117183633526.jpg.chip.jpg,30,1,0,25-32
10986,C:\Users\henok\data\data\UTKFace\30_1_0_20170117193709509.jpg.chip.jpg,30_1_0_20170117193709509.jpg.chip.jpg,30,1,0,25-32
10987,C:\Users\henok\data\data\UTKFace\30_1_0_20170117193827524.jpg.chip.jpg,30_1_0_20170117193827524.jpg.chip.jpg,30,1,0,25-32
10988,C:\Users\henok\data\data\UTKFace\30_1_0_20170117203639423.jpg.chip.jpg,30_1_0_20170117203639423.jpg.chip.jpg,30,1,0,25-32
10989,C:\Users\henok\data\data\UTKFace\30_1_0_20170117204651319.jpg.chip.jpg,30_1_0_20170117204651319.jpg.chip.jpg,30,1,0,25-32
10990,C:\Users\henok\data\data\UTKFace\30_1_0_20170120133648501.jpg.chip.jpg,30_1_0_20170120133648501.jpg.chip.jpg,30,1,0,25-32
10991,C:\Users\henok\data\data\UTKFace\30_1_0_20170120220732969.jpg.chip.jpg,30_1_0_20170120220732969.jpg.chip.jpg,30,1,0,25-32
10992,C:\Users\henok\data\data\UTKFace\30_1_0_20170120220742867.jpg.chip.jpg,30_1_0_20170120220742867.jpg.chip.jpg,30,1,0,25-32
10993,C:\Users\henok\data\data\UTKFace\30_1_1_20170110120856819.jpg.chip.jpg,30_1_1_20170110120856819.jpg.chip.jpg,30,1,1,25-32
10994,C:\Users\henok\data\data\UTKFace\30_1_1_20170112193112574.jpg.chip.jpg,30_1_1_20170112193112574.jpg.chip.jpg,30,1,1,25-32
10995,C:\Users\henok\data\data\UTKFace\30_1_1_20170112203939596.jpg.chip.jpg,30_1_1_20170112203939596.jpg.chip.jpg,30,1,1,25-32
10996,C:\Users\henok\data\data\UTKFace\30_1_1_20170112204445843.jpg.chip.jpg,30_1_1_20170112204445843.jpg.chip.jpg,30,1,1,25-32
10997,C:\Users\henok\data\data\UTKFace\30_1_1_20170112205111027.jpg.chip.jpg,30_1_1_20170112205111027.jpg.chip.jpg,30,1,1,25-32
10998,C:\Users\henok\data\data\UTKFace\30_1_1_20170112210336469.jpg.chip.jpg,30_1_1_20170112210336469.jpg.chip.jpg,30,1,1,25-32
10999,C:\Users\henok\data\data\UTKFace\30_1_1_20170112210348446.jpg.chip.jpg,30_1_1_20170112210348446.jpg.chip.jpg,30,1,1,25-32
11000,C:\Users\henok\data\data\UTKFace\30_1_1_20170112210433845.jpg.chip.jpg,30_1_1_20170112210433845.jpg.chip.jpg,30,1,1,25-32
11001,C:\Users\henok\data\data\UTKFace\30_1_1_20170112210943668.jpg.chip.jpg,30_1_1_20170112210943668.jpg.chip.jpg,30,1,1,25-32
11002,C:\Users\henok\data\data\UTKFace\30_1_1_20170112211330988.jpg.chip.jpg,30_1_1_20170112211330988.jpg.chip.jpg,30,1,1,25-32
11003,C:\Users\henok\data\data\UTKFace\30_1_1_20170112212046598.jpg.chip.jpg,30_1_1_20170112212046598.jpg.chip.jpg,30,1,1,25-32
11004,C:\Users\henok\data\data\UTKFace\30_1_1_20170112213021902.jpg.chip.jpg,30_1_1_20170112213021902.jpg.chip.jpg,30,1,1,25-32
11005,C:\Users\henok\data\data\UTKFace\30_1_1_20170112215039472.jpg.chip.jpg,30_1_1_20170112215039472.jpg.chip.jpg,30,1,1,25-32
11006,C:\Users\henok\data\data\UTKFace\30_1_1_20170112215047361.jpg.chip.jpg,30_1_1_20170112215047361.jpg.chip.jpg,30,1,1,25-32
11007,C:\Users\henok\data\data\UTKFace\30_1_1_20170112215057720.jpg.chip.jpg,30_1_1_20170112215057720.jpg.chip.jpg,30,1,1,25-32
11008,C:\Users\henok\data\data\UTKFace\30_1_1_20170112215101145.jpg.chip.jpg,30_1_1_20170112215101145.jpg.chip.jpg,30,1,1,25-32
11009,C:\Users\henok\data\data\UTKFace\30_1_1_20170112215102792.jpg.chip.jpg,30_1_1_20170112215102792.jpg.chip.jpg,30,1,1,25-32
11010,C:\Users\henok\data\data\UTKFace\30_1_1_20170112215103998.jpg.chip.jpg,30_1_1_20170112215103998.jpg.chip.jpg,30,1,1,25-32
11011,C:\Users\henok\data\data\UTKFace\30_1_1_20170112215105568.jpg.chip.jpg,30_1_1_20170112215105568.jpg.chip.jpg,30,1,1,25-32
11012,C:\Users\henok\data\data\UTKFace\30_1_1_20170112231435630.jpg.chip.jpg,30_1_1_20170112231435630.jpg.chip.jpg,30,1,1,25-32
11013,C:\Users\henok\data\data\UTKFace\30_1_1_20170112231459398.jpg.chip.jpg,30_1_1_20170112231459398.jpg.chip.jpg,30,1,1,25-32
11014,C:\Users\henok\data\data\UTKFace\30_1_1_20170112231841071.jpg.chip.jpg,30_1_1_20170112231841071.jpg.chip.jpg,30,1,1,25-32
11015,C:\Users\henok\data\data\UTKFace\30_1_1_20170112234436144.jpg.chip.jpg,30_1_1_20170112234436144.jpg.chip.jpg,30,1,1,25-32
11016,C:\Users\henok\data\data\UTKFace\30_1_1_20170112234441897.jpg.chip.jpg,30_1_1_20170112234441897.jpg.chip.jpg,30,1,1,25-32
11017,C:\Users\henok\data\data\UTKFace\30_1_1_20170112234617032.jpg.chip.jpg,30_1_1_20170112234617032.jpg.chip.jpg,30,1,1,25-32
11018,C:\Users\henok\data\data\UTKFace\30_1_1_20170112234651369.jpg.chip.jpg,30_1_1_20170112234651369.jpg.chip.jpg,30,1,1,25-32
11019,C:\Users\henok\data\data\UTKFace\30_1_1_20170112234716803.jpg.chip.jpg,30_1_1_20170112234716803.jpg.chip.jpg,30,1,1,25-32
11020,C:\Users\henok\data\data\UTKFace\30_1_1_20170112235107208.jpg.chip.jpg,30_1_1_20170112235107208.jpg.chip.jpg,30,1,1,25-32
11021,C:\Users\henok\data\data\UTKFace\30_1_1_20170113000134250.jpg.chip.jpg,30_1_1_20170113000134250.jpg.chip.jpg,30,1,1,25-32
11022,C:\Users\henok\data\data\UTKFace\30_1_1_20170113001206682.jpg.chip.jpg,30_1_1_20170113001206682.jpg.chip.jpg,30,1,1,25-32
11023,C:\Users\henok\data\data\UTKFace\30_1_1_20170113001440458.jpg.chip.jpg,30_1_1_20170113001440458.jpg.chip.jpg,30,1,1,25-32
11024,C:\Users\henok\data\data\UTKFace\30_1_1_20170113002921717.jpg.chip.jpg,30_1_1_20170113002921717.jpg.chip.jpg,30,1,1,25-32
11025,C:\Users\henok\data\data\UTKFace\30_1_1_20170113003552730.jpg.chip.jpg,30_1_1_20170113003552730.jpg.chip.jpg,30,1,1,25-32
11026,C:\Users\henok\data\data\UTKFace\30_1_1_20170113010438590.jpg.chip.jpg,30_1_1_20170113010438590.jpg.chip.jpg,30,1,1,25-32
11027,C:\Users\henok\data\data\UTKFace\30_1_1_20170113011218830.jpg.chip.jpg,30_1_1_20170113011218830.jpg.chip.jpg,30,1,1,25-32
11028,C:\Users\henok\data\data\UTKFace\30_1_1_20170113011304520.jpg.chip.jpg,30_1_1_20170113011304520.jpg.chip.jpg,30,1,1,25-32
11029,C:\Users\henok\data\data\UTKFace\30_1_1_20170113011704335.jpg.chip.jpg,30_1_1_20170113011704335.jpg.chip.jpg,30,1,1,25-32
11030,C:\Users\henok\data\data\UTKFace\30_1_1_20170113011807912.jpg.chip.jpg,30_1_1_20170113011807912.jpg.chip.jpg,30,1,1,25-32
11031,C:\Users\henok\data\data\UTKFace\30_1_1_20170113012621729.jpg.chip.jpg,30_1_1_20170113012621729.jpg.chip.jpg,30,1,1,25-32
11032,C:\Users\henok\data\data\UTKFace\30_1_1_20170113012657328.jpg.chip.jpg,30_1_1_20170113012657328.jpg.chip.jpg,30,1,1,25-32
11033,C:\Users\henok\data\data\UTKFace\30_1_1_20170113013050208.jpg.chip.jpg,30_1_1_20170113013050208.jpg.chip.jpg,30,1,1,25-32
11034,C:\Users\henok\data\data\UTKFace\30_1_1_20170113195544997.jpg.chip.jpg,30_1_1_20170113195544997.jpg.chip.jpg,30,1,1,25-32
11035,C:\Users\henok\data\data\UTKFace\30_1_1_20170114024643760.jpg.chip.jpg,30_1_1_20170114024643760.jpg.chip.jpg,30,1,1,25-32
11036,C:\Users\henok\data\data\UTKFace\30_1_1_20170114031027306.jpg.chip.jpg,30_1_1_20170114031027306.jpg.chip.jpg,30,1,1,25-32
11037,C:\Users\henok\data\data\UTKFace\30_1_1_20170114031144413.jpg.chip.jpg,30_1_1_20170114031144413.jpg.chip.jpg,30,1,1,25-32
11038,C:\Users\henok\data\data\UTKFace\30_1_1_20170114031528104.jpg.chip.jpg,30_1_1_20170114031528104.jpg.chip.jpg,30,1,1,25-32
11039,C:\Users\henok\data\data\UTKFace\30_1_1_20170114032234898.jpg.chip.jpg,30_1_1_20170114032234898.jpg.chip.jpg,30,1,1,25-32
11040,C:\Users\henok\data\data\UTKFace\30_1_1_20170114033246944.jpg.chip.jpg,30_1_1_20170114033246944.jpg.chip.jpg,30,1,1,25-32
11041,C:\Users\henok\data\data\UTKFace\30_1_1_20170115235628191.jpg.chip.jpg,30_1_1_20170115235628191.jpg.chip.jpg,30,1,1,25-32
11042,C:\Users\henok\data\data\UTKFace\30_1_1_20170116011401203.jpg.chip.jpg,30_1_1_20170116011401203.jpg.chip.jpg,30,1,1,25-32
11043,C:\Users\henok\data\data\UTKFace\30_1_1_20170116012131745.jpg.chip.jpg,30_1_1_20170116012131745.jpg.chip.jpg,30,1,1,25-32
11044,C:\Users\henok\data\data\UTKFace\30_1_1_20170116021054972.jpg.chip.jpg,30_1_1_20170116021054972.jpg.chip.jpg,30,1,1,25-32
11045,C:\Users\henok\data\data\UTKFace\30_1_1_20170116022055600.jpg.chip.jpg,30_1_1_20170116022055600.jpg.chip.jpg,30,1,1,25-32
11046,C:\Users\henok\data\data\UTKFace\30_1_1_20170116153114714.jpg.chip.jpg,30_1_1_20170116153114714.jpg.chip.jpg,30,1,1,25-32
11047,C:\Users\henok\data\data\UTKFace\30_1_1_20170116160241839.jpg.chip.jpg,30_1_1_20170116160241839.jpg.chip.jpg,30,1,1,25-32
11048,C:\Users\henok\data\data\UTKFace\30_1_1_20170116214456649.jpg.chip.jpg,30_1_1_20170116214456649.jpg.chip.jpg,30,1,1,25-32
11049,C:\Users\henok\data\data\UTKFace\30_1_1_20170116214526804.jpg.chip.jpg,30_1_1_20170116214526804.jpg.chip.jpg,30,1,1,25-32
11050,C:\Users\henok\data\data\UTKFace\30_1_1_20170116220801881.jpg.chip.jpg,30_1_1_20170116220801881.jpg.chip.jpg,30,1,1,25-32
11051,C:\Users\henok\data\data\UTKFace\30_1_1_20170116233559206.jpg.chip.jpg,30_1_1_20170116233559206.jpg.chip.jpg,30,1,1,25-32
11052,C:\Users\henok\data\data\UTKFace\30_1_1_20170117123854164.jpg.chip.jpg,30_1_1_20170117123854164.jpg.chip.jpg,30,1,1,25-32
11053,C:\Users\henok\data\data\UTKFace\30_1_1_20170117123925997.jpg.chip.jpg,30_1_1_20170117123925997.jpg.chip.jpg,30,1,1,25-32
11054,C:\Users\henok\data\data\UTKFace\30_1_1_20170117123929050.jpg.chip.jpg,30_1_1_20170117123929050.jpg.chip.jpg,30,1,1,25-32
11055,C:\Users\henok\data\data\UTKFace\30_1_1_20170117123931816.jpg.chip.jpg,30_1_1_20170117123931816.jpg.chip.jpg,30,1,1,25-32
11056,C:\Users\henok\data\data\UTKFace\30_1_1_20170117125901915.jpg.chip.jpg,30_1_1_20170117125901915.jpg.chip.jpg,30,1,1,25-32
11057,C:\Users\henok\data\data\UTKFace\30_1_1_20170117125922762.jpg.chip.jpg,30_1_1_20170117125922762.jpg.chip.jpg,30,1,1,25-32
11058,C:\Users\henok\data\data\UTKFace\30_1_1_20170117131113935.jpg.chip.jpg,30_1_1_20170117131113935.jpg.chip.jpg,30,1,1,25-32
11059,C:\Users\henok\data\data\UTKFace\30_1_1_20170117133823487.jpg.chip.jpg,30_1_1_20170117133823487.jpg.chip.jpg,30,1,1,25-32
11060,C:\Users\henok\data\data\UTKFace\30_1_1_20170117133827950.jpg.chip.jpg,30_1_1_20170117133827950.jpg.chip.jpg,30,1,1,25-32
11061,C:\Users\henok\data\data\UTKFace\30_1_1_20170117133829099.jpg.chip.jpg,30_1_1_20170117133829099.jpg.chip.jpg,30,1,1,25-32
11062,C:\Users\henok\data\data\UTKFace\30_1_1_20170117133936142.jpg.chip.jpg,30_1_1_20170117133936142.jpg.chip.jpg,30,1,1,25-32
11063,C:\Users\henok\data\data\UTKFace\30_1_1_20170117143817409.jpg.chip.jpg,30_1_1_20170117143817409.jpg.chip.jpg,30,1,1,25-32
11064,C:\Users\henok\data\data\UTKFace\30_1_1_20170117154805220.jpg.chip.jpg,30_1_1_20170117154805220.jpg.chip.jpg,30,1,1,25-32
11065,C:\Users\henok\data\data\UTKFace\30_1_1_20170117170832874.jpg.chip.jpg,30_1_1_20170117170832874.jpg.chip.jpg,30,1,1,25-32
11066,C:\Users\henok\data\data\UTKFace\30_1_1_20170117171000858.jpg.chip.jpg,30_1_1_20170117171000858.jpg.chip.jpg,30,1,1,25-32
11067,C:\Users\henok\data\data\UTKFace\30_1_1_20170117203530728.jpg.chip.jpg,30_1_1_20170117203530728.jpg.chip.jpg,30,1,1,25-32
11068,C:\Users\henok\data\data\UTKFace\30_1_2_20170104020133916.jpg.chip.jpg,30_1_2_20170104020133916.jpg.chip.jpg,30,1,2,25-32
11069,C:\Users\henok\data\data\UTKFace\30_1_2_20170104020408339.jpg.chip.jpg,30_1_2_20170104020408339.jpg.chip.jpg,30,1,2,25-32
11070,C:\Users\henok\data\data\UTKFace\30_1_2_20170104020413511.jpg.chip.jpg,30_1_2_20170104020413511.jpg.chip.jpg,30,1,2,25-32
11071,C:\Users\henok\data\data\UTKFace\30_1_2_20170104020459348.jpg.chip.jpg,30_1_2_20170104020459348.jpg.chip.jpg,30,1,2,25-32
11072,C:\Users\henok\data\data\UTKFace\30_1_2_20170104020950540.jpg.chip.jpg,30_1_2_20170104020950540.jpg.chip.jpg,30,1,2,25-32
11073,C:\Users\henok\data\data\UTKFace\30_1_2_20170104021318733.jpg.chip.jpg,30_1_2_20170104021318733.jpg.chip.jpg,30,1,2,25-32
11074,C:\Users\henok\data\data\UTKFace\30_1_2_20170104021619821.jpg.chip.jpg,30_1_2_20170104021619821.jpg.chip.jpg,30,1,2,25-32
11075,C:\Users\henok\data\data\UTKFace\30_1_2_20170104022925822.jpg.chip.jpg,30_1_2_20170104022925822.jpg.chip.jpg,30,1,2,25-32
11076,C:\Users\henok\data\data\UTKFace\30_1_2_20170104164904841.jpg.chip.jpg,30_1_2_20170104164904841.jpg.chip.jpg,30,1,2,25-32
11077,C:\Users\henok\data\data\UTKFace\30_1_2_20170104192931704.jpg.chip.jpg,30_1_2_20170104192931704.jpg.chip.jpg,30,1,2,25-32
11078,C:\Users\henok\data\data\UTKFace\30_1_2_20170105002521620.jpg.chip.jpg,30_1_2_20170105002521620.jpg.chip.jpg,30,1,2,25-32
11079,C:\Users\henok\data\data\UTKFace\30_1_2_20170105161432042.jpg.chip.jpg,30_1_2_20170105161432042.jpg.chip.jpg,30,1,2,25-32
11080,C:\Users\henok\data\data\UTKFace\30_1_2_20170105162719051.jpg.chip.jpg,30_1_2_20170105162719051.jpg.chip.jpg,30,1,2,25-32
11081,C:\Users\henok\data\data\UTKFace\30_1_2_20170105170141222.jpg.chip.jpg,30_1_2_20170105170141222.jpg.chip.jpg,30,1,2,25-32
11082,C:\Users\henok\data\data\UTKFace\30_1_2_20170108234540565.jpg.chip.jpg,30_1_2_20170108234540565.jpg.chip.jpg,30,1,2,25-32
11083,C:\Users\henok\data\data\UTKFace\30_1_2_20170116161303257.jpg.chip.jpg,30_1_2_20170116161303257.jpg.chip.jpg,30,1,2,25-32
11084,C:\Users\henok\data\data\UTKFace\30_1_2_20170116161338805.jpg.chip.jpg,30_1_2_20170116161338805.jpg.chip.jpg,30,1,2,25-32
11085,C:\Users\henok\data\data\UTKFace\30_1_2_20170116161348207.jpg.chip.jpg,30_1_2_20170116161348207.jpg.chip.jpg,30,1,2,25-32
11086,C:\Users\henok\data\data\UTKFace\30_1_2_20170116161408096.jpg.chip.jpg,30_1_2_20170116161408096.jpg.chip.jpg,30,1,2,25-32
11087,C:\Users\henok\data\data\UTKFace\30_1_2_20170116161420356.jpg.chip.jpg,30_1_2_20170116161420356.jpg.chip.jpg,30,1,2,25-32
11088,C:\Users\henok\data\data\UTKFace\30_1_2_20170116161740145.jpg.chip.jpg,30_1_2_20170116161740145.jpg.chip.jpg,30,1,2,25-32
11089,C:\Users\henok\data\data\UTKFace\30_1_2_20170116161745991.jpg.chip.jpg,30_1_2_20170116161745991.jpg.chip.jpg,30,1,2,25-32
11090,C:\Users\henok\data\data\UTKFace\30_1_2_20170116162002429.jpg.chip.jpg,30_1_2_20170116162002429.jpg.chip.jpg,30,1,2,25-32
11091,C:\Users\henok\data\data\UTKFace\30_1_2_20170116162039101.jpg.chip.jpg,30_1_2_20170116162039101.jpg.chip.jpg,30,1,2,25-32
11092,C:\Users\henok\data\data\UTKFace\30_1_2_20170116162102874.jpg.chip.jpg,30_1_2_20170116162102874.jpg.chip.jpg,30,1,2,25-32
11093,C:\Users\henok\data\data\UTKFace\30_1_2_20170116162446989.jpg.chip.jpg,30_1_2_20170116162446989.jpg.chip.jpg,30,1,2,25-32
11094,C:\Users\henok\data\data\UTKFace\30_1_2_20170116162512345.jpg.chip.jpg,30_1_2_20170116162512345.jpg.chip.jpg,30,1,2,25-32
11095,C:\Users\henok\data\data\UTKFace\30_1_2_20170116162552501.jpg.chip.jpg,30_1_2_20170116162552501.jpg.chip.jpg,30,1,2,25-32
11096,C:\Users\henok\data\data\UTKFace\30_1_2_20170116162557654.jpg.chip.jpg,30_1_2_20170116162557654.jpg.chip.jpg,30,1,2,25-32
11097,C:\Users\henok\data\data\UTKFace\30_1_2_20170116162625578.jpg.chip.jpg,30_1_2_20170116162625578.jpg.chip.jpg,30,1,2,25-32
11098,C:\Users\henok\data\data\UTKFace\30_1_2_20170116162634192.jpg.chip.jpg,30_1_2_20170116162634192.jpg.chip.jpg,30,1,2,25-32
11099,C:\Users\henok\data\data\UTKFace\30_1_2_20170116163322535.jpg.chip.jpg,30_1_2_20170116163322535.jpg.chip.jpg,30,1,2,25-32
11100,C:\Users\henok\data\data\UTKFace\30_1_2_20170116163458646.jpg.chip.jpg,30_1_2_20170116163458646.jpg.chip.jpg,30,1,2,25-32
11101,C:\Users\henok\data\data\UTKFace\30_1_2_20170116163642750.jpg.chip.jpg,30_1_2_20170116163642750.jpg.chip.jpg,30,1,2,25-32
11102,C:\Users\henok\data\data\UTKFace\30_1_2_20170116163932623.jpg.chip.jpg,30_1_2_20170116163932623.jpg.chip.jpg,30,1,2,25-32
11103,C:\Users\henok\data\data\UTKFace\30_1_2_20170116164357135.jpg.chip.jpg,30_1_2_20170116164357135.jpg.chip.jpg,30,1,2,25-32
11104,C:\Users\henok\data\data\UTKFace\30_1_2_20170116164657011.jpg.chip.jpg,30_1_2_20170116164657011.jpg.chip.jpg,30,1,2,25-32
11105,C:\Users\henok\data\data\UTKFace\30_1_2_20170116164700568.jpg.chip.jpg,30_1_2_20170116164700568.jpg.chip.jpg,30,1,2,25-32
11106,C:\Users\henok\data\data\UTKFace\30_1_2_20170116164729972.jpg.chip.jpg,30_1_2_20170116164729972.jpg.chip.jpg,30,1,2,25-32
11107,C:\Users\henok\data\data\UTKFace\30_1_2_20170116164737724.jpg.chip.jpg,30_1_2_20170116164737724.jpg.chip.jpg,30,1,2,25-32
11108,C:\Users\henok\data\data\UTKFace\30_1_2_20170116165039591.jpg.chip.jpg,30_1_2_20170116165039591.jpg.chip.jpg,30,1,2,25-32
11109,C:\Users\henok\data\data\UTKFace\30_1_2_20170116165139757.jpg.chip.jpg,30_1_2_20170116165139757.jpg.chip.jpg,30,1,2,25-32
11110,C:\Users\henok\data\data\UTKFace\30_1_2_20170116165432533.jpg.chip.jpg,30_1_2_20170116165432533.jpg.chip.jpg,30,1,2,25-32
11111,C:\Users\henok\data\data\UTKFace\30_1_2_20170116170703197.jpg.chip.jpg,30_1_2_20170116170703197.jpg.chip.jpg,30,1,2,25-32
11112,C:\Users\henok\data\data\UTKFace\30_1_2_20170116171019788.jpg.chip.jpg,30_1_2_20170116171019788.jpg.chip.jpg,30,1,2,25-32
